Variable 1,Label 1,Variable 2,Label 2,Correlation
MARWARA,Approve or disapprove of women of your ethnicity marrying an Arab?,MARWTUR,Approve or disapprove of women of your ethnicity marrying a Turk?,0.7733201065093765
MARWARA,Approve or disapprove of women of your ethnicity marrying an Arab?,MARWIND,Approve or disapprove of women of your ethnicity marrying an Indian?,0.8277566181782502
MARWARA,Approve or disapprove of women of your ethnicity marrying an Arab?,HHM5TAP,5th HH member's travel place for work (abroad),0.93062958719967
MARWGEO,Approve or disapprove of women of your ethnicity marrying a Georgian?,HHM4TAP,4th HH member's travel place for work (abroad),0.7111566603415539
MARWGEO,Approve or disapprove of women of your ethnicity marrying a Georgian?,HHM12RELR,12th HH member: relationship to the respondent,0.8660254037844385
MARWIRA,Approve or disapprove of women of your ethnicity marrying an Iranian?,MARWARA,Approve or disapprove of women of your ethnicity marrying an Arab?,0.88866699822888
MARWIRA,Approve or disapprove of women of your ethnicity marrying an Iranian?,MARWKUR,"Approve or disapprove of women of your ethnicity marrying a Kurd, Yezidi?",0.8111026064310004
MARWIRA,Approve or disapprove of women of your ethnicity marrying an Iranian?,MARWTUR,Approve or disapprove of women of your ethnicity marrying a Turk?,0.7850587439569895
MARWIRA,Approve or disapprove of women of your ethnicity marrying an Iranian?,MARWIND,Approve or disapprove of women of your ethnicity marrying an Indian?,0.8289803123530161
MARWIRA,Approve or disapprove of women of your ethnicity marrying an Iranian?,MARWAZG,Approve or disapprove of women of your ethnicity marrying Azerbaijani living in,0.7025668110133197
MARWIRA,Approve or disapprove of women of your ethnicity marrying an Iranian?,SECNDLAOO,Second language used in everyday life-Other specified,0.7869470848066686
MARWIRA,Approve or disapprove of women of your ethnicity marrying an Iranian?,HHM5TAP,5th HH member's travel place for work (abroad),0.93062958719967
MARWIRA,Approve or disapprove of women of your ethnicity marrying an Iranian?,HHM9MAR,9th HH member: marital status,-1.0
MARWIRA,Approve or disapprove of women of your ethnicity marrying an Iranian?,HHM11MAR,11th HH member: marital status,-1.0
MARWIRA,Approve or disapprove of women of your ethnicity marrying an Iranian?,HHM12RELR,12th HH member: relationship to the respondent,0.8660254037844385
MARWIRA,Approve or disapprove of women of your ethnicity marrying an Iranian?,HHM12DOB,12th HH member: year of birth,-0.9933992677987827
MARWIRA,Approve or disapprove of women of your ethnicity marrying an Iranian?,HHM12EDU,12th HH member: Level of education achieved to date,0.9999999999999999
MARWIRA,Approve or disapprove of women of your ethnicity marrying an Iranian?,HHM13RELR,13th HH member: relationship to the respondent,-0.9878291611472619
MARWIRA,Approve or disapprove of women of your ethnicity marrying an Iranian?,HHM13DOB,13th HH member: year of birth,-0.9853292781642911
MARWIRA,Approve or disapprove of women of your ethnicity marrying an Iranian?,HHM13EDU,13th HH member: Level of education achieved to date,0.9999999999999999
MARWJEW,Approve or disapprove of women of your ethnicity marrying a Jew?,MARWITA,Approve or disapprove of women of your ethnicity marrying an Italian?,0.7026756060140812
MARWJEW,Approve or disapprove of women of your ethnicity marrying a Jew?,MARWOSS,Approve or disapprove of women of your ethnicity marrying an Ossetian?,0.7197206583901011
MARWJEW,Approve or disapprove of women of your ethnicity marrying a Jew?,MARWARG,Approve or disapprove of women of your ethnicity marrying Armenian living in Geo,0.7170087457418458
MARWKUR,"Approve or disapprove of women of your ethnicity marrying a Kurd, Yezidi?",MARWARA,Approve or disapprove of women of your ethnicity marrying an Arab?,0.8129263885254803
MARWKUR,"Approve or disapprove of women of your ethnicity marrying a Kurd, Yezidi?",MARWIRA,Approve or disapprove of women of your ethnicity marrying an Iranian?,0.8111026064310004
MARWKUR,"Approve or disapprove of women of your ethnicity marrying a Kurd, Yezidi?",MARWTUR,Approve or disapprove of women of your ethnicity marrying a Turk?,0.7297616444686527
MARWKUR,"Approve or disapprove of women of your ethnicity marrying a Kurd, Yezidi?",MARWIND,Approve or disapprove of women of your ethnicity marrying an Indian?,0.8063809220689145
MARWKUR,"Approve or disapprove of women of your ethnicity marrying a Kurd, Yezidi?",SECNDLAOO,Second language used in everyday life-Other specified,0.8468812149338254
MARWKUR,"Approve or disapprove of women of your ethnicity marrying a Kurd, Yezidi?",HHM5TAP,5th HH member's travel place for work (abroad),0.93062958719967
MARWRUS,Approve or disapprove of women of your ethnicity marrying a Russian?,MARWUSA,Approve or disapprove of women of your ethnicity marrying an American?,0.7320221055340338
MARWRUS,Approve or disapprove of women of your ethnicity marrying a Russian?,MARWITA,Approve or disapprove of women of your ethnicity marrying an Italian?,0.7552399747882715
MARWRUS,Approve or disapprove of women of your ethnicity marrying a Russian?,MARWUKR,Approve or disapprove of women of your ethnicity marrying a Ukrainian?,0.795029171855704
MARWRUS,Approve or disapprove of women of your ethnicity marrying a Russian?,HHM6TAP,6th HH member's travel place for work (abroad),0.9999999999999998
MARWRUS,Approve or disapprove of women of your ethnicity marrying a Russian?,HHM9MAR,9th HH member: marital status,-1.0
MARWRUS,Approve or disapprove of women of your ethnicity marrying a Russian?,HHM11MAR,11th HH member: marital status,-1.0
MARWTUR,Approve or disapprove of women of your ethnicity marrying a Turk?,MARWAZE,Approve or disapprove of women of your ethnicity marrying an Azerbaijani?,0.8248445126643066
MARWTUR,Approve or disapprove of women of your ethnicity marrying a Turk?,MARWARA,Approve or disapprove of women of your ethnicity marrying an Arab?,0.7733201065093765
MARWTUR,Approve or disapprove of women of your ethnicity marrying a Turk?,MARWIRA,Approve or disapprove of women of your ethnicity marrying an Iranian?,0.7850587439569895
MARWTUR,Approve or disapprove of women of your ethnicity marrying a Turk?,MARWKUR,"Approve or disapprove of women of your ethnicity marrying a Kurd, Yezidi?",0.7297616444686527
MARWTUR,Approve or disapprove of women of your ethnicity marrying a Turk?,MARWAZG,Approve or disapprove of women of your ethnicity marrying Azerbaijani living in,0.756913639811927
MARWTUR,Approve or disapprove of women of your ethnicity marrying a Turk?,SECNDLAOO,Second language used in everyday life-Other specified,0.7319250547113999
MARWTUR,Approve or disapprove of women of your ethnicity marrying a Turk?,HHM5TAP,5th HH member's travel place for work (abroad),0.93062958719967
MARWUKR,Approve or disapprove of women of your ethnicity marrying a Ukrainian?,MARWUSA,Approve or disapprove of women of your ethnicity marrying an American?,0.7795512680068685
MARWUKR,Approve or disapprove of women of your ethnicity marrying a Ukrainian?,MARWITA,Approve or disapprove of women of your ethnicity marrying an Italian?,0.8033534802874988
MARWUKR,Approve or disapprove of women of your ethnicity marrying a Ukrainian?,MARWRUS,Approve or disapprove of women of your ethnicity marrying a Russian?,0.795029171855704
MARWUKR,Approve or disapprove of women of your ethnicity marrying a Ukrainian?,MARWABK,Approve or disapprove of women of your ethnicity marrying an Abkhaz?,0.711002724898402
MARWUKR,Approve or disapprove of women of your ethnicity marrying a Ukrainian?,MARWOSS,Approve or disapprove of women of your ethnicity marrying an Ossetian?,0.7041474679437801
MARWUKR,Approve or disapprove of women of your ethnicity marrying a Ukrainian?,HHM9MAR,9th HH member: marital status,-1.0
MARWUKR,Approve or disapprove of women of your ethnicity marrying a Ukrainian?,HHM12RELR,12th HH member: relationship to the respondent,0.8660254037844385
MARWUKR,Approve or disapprove of women of your ethnicity marrying a Ukrainian?,HHM12DOB,12th HH member: year of birth,-0.9933992677987827
MARWUKR,Approve or disapprove of women of your ethnicity marrying a Ukrainian?,HHM12EDU,12th HH member: Level of education achieved to date,0.9999999999999999
MARWUKR,Approve or disapprove of women of your ethnicity marrying a Ukrainian?,HHM13RELR,13th HH member: relationship to the respondent,-0.9878291611472619
MARWUKR,Approve or disapprove of women of your ethnicity marrying a Ukrainian?,HHM13DOB,13th HH member: year of birth,-0.9853292781642911
MARWUKR,Approve or disapprove of women of your ethnicity marrying a Ukrainian?,HHM13EDU,13th HH member: Level of education achieved to date,0.9999999999999999
MARWIND,Approve or disapprove of women of your ethnicity marrying an Indian?,MARWARA,Approve or disapprove of women of your ethnicity marrying an Arab?,0.8277566181782502
MARWIND,Approve or disapprove of women of your ethnicity marrying an Indian?,MARWIRA,Approve or disapprove of women of your ethnicity marrying an Iranian?,0.8289803123530161
MARWIND,Approve or disapprove of women of your ethnicity marrying an Indian?,MARWKUR,"Approve or disapprove of women of your ethnicity marrying a Kurd, Yezidi?",0.8063809220689145
MARWIND,Approve or disapprove of women of your ethnicity marrying an Indian?,SECNDLAOO,Second language used in everyday life-Other specified,0.7869470848066686
MARWIND,Approve or disapprove of women of your ethnicity marrying an Indian?,HHM5TAP,5th HH member's travel place for work (abroad),0.93062958719967
MARWIND,Approve or disapprove of women of your ethnicity marrying an Indian?,HHM9MAR,9th HH member: marital status,-1.0
MARWIND,Approve or disapprove of women of your ethnicity marrying an Indian?,HHM11MAR,11th HH member: marital status,-1.0
MARWIND,Approve or disapprove of women of your ethnicity marrying an Indian?,HHM12RELR,12th HH member: relationship to the respondent,0.8660254037844385
MARWIND,Approve or disapprove of women of your ethnicity marrying an Indian?,HHM12DOB,12th HH member: year of birth,-0.9933992677987827
MARWIND,Approve or disapprove of women of your ethnicity marrying an Indian?,HHM12EDU,12th HH member: Level of education achieved to date,0.9999999999999999
MARWIND,Approve or disapprove of women of your ethnicity marrying an Indian?,HHM13RELR,13th HH member: relationship to the respondent,-0.9878291611472619
MARWIND,Approve or disapprove of women of your ethnicity marrying an Indian?,HHM13DOB,13th HH member: year of birth,-0.9853292781642911
MARWIND,Approve or disapprove of women of your ethnicity marrying an Indian?,HHM13EDU,13th HH member: Level of education achieved to date,0.9999999999999999
MARWMOL,Would you approve or disapprove of women of your ethnicity marrying a Molokan?,HHM7MAR,7th HH member: marital status,-0.8333333333333335
MARWABK,Approve or disapprove of women of your ethnicity marrying an Abkhaz?,MARWUKR,Approve or disapprove of women of your ethnicity marrying a Ukrainian?,0.711002724898402
MARWABK,Approve or disapprove of women of your ethnicity marrying an Abkhaz?,MARWOSS,Approve or disapprove of women of your ethnicity marrying an Ossetian?,0.7908672136621192
MARWABK,Approve or disapprove of women of your ethnicity marrying an Abkhaz?,SECNDLAOO,Second language used in everyday life-Other specified,0.9449111825230679
MARWABK,Approve or disapprove of women of your ethnicity marrying an Abkhaz?,HHM8MAR,8th HH member: marital status,-0.9701425001453319
MARWABK,Approve or disapprove of women of your ethnicity marrying an Abkhaz?,HHM11SEX,11th HH member: gender,-0.7071067811865475
MARWOSS,Approve or disapprove of women of your ethnicity marrying an Ossetian?,MARWJEW,Approve or disapprove of women of your ethnicity marrying a Jew?,0.7197206583901011
MARWOSS,Approve or disapprove of women of your ethnicity marrying an Ossetian?,MARWUKR,Approve or disapprove of women of your ethnicity marrying a Ukrainian?,0.7041474679437801
MARWOSS,Approve or disapprove of women of your ethnicity marrying an Ossetian?,MARWABK,Approve or disapprove of women of your ethnicity marrying an Abkhaz?,0.7908672136621192
MARWOSS,Approve or disapprove of women of your ethnicity marrying an Ossetian?,SECNDLAOO,Second language used in everyday life-Other specified,0.9449111825230679
MARWOSS,Approve or disapprove of women of your ethnicity marrying an Ossetian?,HHM11SEX,11th HH member: gender,-0.7071067811865475
MARWARG,Approve or disapprove of women of your ethnicity marrying Armenian living in Geo,MARWARM,Approve or disapprove of women of your ethnicity marrying an Armenian?,0.8436532719925792
MARWARG,Approve or disapprove of women of your ethnicity marrying Armenian living in Geo,MARWJEW,Approve or disapprove of women of your ethnicity marrying a Jew?,0.7170087457418458
MARWARG,Approve or disapprove of women of your ethnicity marrying Armenian living in Geo,SECNDLAOO,Second language used in everyday life-Other specified,0.7559289460184544
MARWAZG,Approve or disapprove of women of your ethnicity marrying Azerbaijani living in,MARWAZE,Approve or disapprove of women of your ethnicity marrying an Azerbaijani?,0.875184746022723
MARWAZG,Approve or disapprove of women of your ethnicity marrying Azerbaijani living in,MARWIRA,Approve or disapprove of women of your ethnicity marrying an Iranian?,0.7025668110133197
MARWAZG,Approve or disapprove of women of your ethnicity marrying Azerbaijani living in,MARWTUR,Approve or disapprove of women of your ethnicity marrying a Turk?,0.756913639811927
