Variable 1,Variable 2,Correlation
HHM8MRAGE,BUSINRUS,0.828078671210825
HHM8MRAGE,MARWARM,0.828078671210825
HHM8MRAGE,RELLVCUK,0.9449111825230677
HHM8MRAGE,RELLVES,-0.9058216273156767
HHM8MRAGE,RELLVIT,-0.9058216273156767
HHM8MRAGE,FRNDLVRU,-1.0
HHM8MRAGE,NEIGHBOR,-0.8386278693775342
HHM8MRAGE,GENBRER,0.712691451104622
HHM8MRAGE,IMPISS1,0.8462170256464061
HHM8MRAGE,IMPISS1O,-1.0
HHM8MRAGE,IMPISS2,-0.9142324078276748
HHM8MRAGE,REVEXP2,0.7894736842105265
HHM8MRAGE,REFCRC,0.9446104285307813
HHM8MRAGE,REFVET,-0.9819805060619654
HHM8MRAGE,REFIST,1.0000000000000002
HHM8MRAGE,REFHLT,1.0000000000000002
HHM8MRAGE,TRUNGOS,0.7775419143502355
HHM8MRAGE,TRUEXEC,0.7849870641173374
HHM8MRAGE,PROTEST,-0.7071067811865476
HHM8MRAGE,PARTYSUPP,-0.8137369596263507
HHM8MRAGE,VOTLEL1,-1.0
HHM8MRAGE,EUSUPP,-0.8111474582373881
HHM8MRAGE,EEUSUPW,0.9449111825230678
HHM8MRAGE,COOPEU,-1.0
HHM8MRAGE,COOPNATO,-1.0
HHM8MRAGE,COOPEEU,-1.0
HHM8MRAGE,MAINENEM,-0.907061846860428
HHM8MRAGE,USSRNEEC,0.9801960588196067
HHM8MRAGE,USSRNEGHA,-0.9801960588196067
HHM8MRAGE,ICITOPP,0.7388664511337205
HHM8MRAGE,ECOINVEST,0.7894736842105263
HHM8MRAGE,GLWARM,-0.9271726499455305
HHM8MRAGE,BENFDEBF,-1.0
HHM8MRAGE,EDUYRS,0.803174505144608
HHM8MRAGE,RESPEDU,0.8038369524685004
HHM8MRAGE,INTASKY,0.8660254037844385
HHM8MRAGE,INTACSN,0.8660254037844385
HHM8MRAGE,INTACEN,-0.8660254037844385
HHM8MRAGE,INTACOT,-0.8660254037844385
HHM8MRAGE,HHM2SEX,-0.828078671210825
HHM8MRAGE,HHM2TRP,-1.0
HHM8MRAGE,HHM2MRAGE,0.7656317153683888
HHM8MRAGE,HHM5RELR,0.8124811312867621
HHM8MRAGE,HHM5EMP,0.8206750043022922
HHM8MRAGE,HHM6POB,-0.7071067811865476
HHM8MRAGE,HHM6MRAGE,-1.0
HHM8MRAGE,HHM7MRAGE,0.8206381351564204
HHM8MRAGE,HHM11RELR,0.981980506061966
HHM8MRAGE,HHM11SEX,0.7559289460184547
HHM8MRAGE,HHM12DOB,-1.0
HHM8MRAGE,HHM13RELR,-1.0
HHM8MRAGE,HHM13DOB,-1.0
HHM8MRAGE,HELPA,-1.0
HHM8MRAGE,NUMCOTV,-0.8183170883849715
HHM8MRAGE,NUMWASH,-0.8206750043022921
HHM8MRAGE,NUMFRDG,-0.828078671210825
HHM8MRAGE,NUMCARS,0.7255892438417318
HHM8MRAGE,NUMCOMP,-0.8451542547285165
HHM8MRAGE,INCSOUCO,-0.8280786712108252
HHM8MRAGE,SPENDMO,-0.96312313730186
HHM8MRAGE,SUBSTRATUM,-0.8268253481466202
HHM8MRAGE,C1_DATE,0.7844559538912187
HHM8MRAGE,C1_TIME,-0.8183137601198021
HHM8MRAGE,C2_DATE,-0.8183170883849714
HHM8MRAGE,C2_TIME,-0.8183170883849713
HHM8MRAGE,C3_DATE,-0.8183170883849714
HHM8MRAGE,C3_TIME,-0.8183170883849713
HHM8MRAGE,INT_DATE,0.7844559538912187
HHM8MRAGE,INT_START,-0.8183137601198021
HHM8MRAGE,INT_END,-0.8183135448831221
HHM8MRAGE,INT_DUR,-0.818316873157759
HHM8MRAGE,PSU,-0.904180984954345
HHM8MRAGE,INTLANG,-0.8183170883849715
HHM8EDU,FRNDLVUK,0.7223607177772164
HHM8EDU,ACCSEBM,-0.7253367960171438
HHM8EDU,EUNSUPW,0.7434867178155548
HHM8EDU,INTACOO,-1.0
HHM8EDU,RESPTRP,0.7592566023652965
HHM8EDU,HHM5TRP,0.8660254037844387
HHM8EDU,HHM5TAP,-0.8029550685469662
HHM8EDU,HHM6TRP,-1.0
HHM8EDU,HHM7TRP,-1.0
HHM8EDU,HHM9MAR,-1.0
HHM8EDU,HHM11MAR,-1.0
HHM9RELR,IMPISS1O,-0.7435448243381715
HHM9RELR,HHM3TRP,-1.0
HHM9RELR,HHM4TRP,0.9933992677987828
HHM9RELR,HHM5TAP,-1.0
HHM9RELR,HHM9TRW,-0.8000946913656627
HHM9RELR,HHM9MAR,-1.0
HHM9RELR,HHM11MAR,-1.0
HHM9RELR,HHM12SEX,0.9607689228305226
HHM9RELR,HHM12DOB,-0.7953559537197222
HHM9RELR,HHM12EDU,0.720576692122892
HHM9RELR,HHM13RELR,-0.8196561646738474
HHM9RELR,HHM13DOB,-0.8283395305633661
HHM9RELR,HHM13EDU,0.720576692122892
HHM9SEX,ACCCOHB,-0.9999999999999997
HHM9SEX,NATNSUPW,-0.8242255917447339
HHM9SEX,HHM2TRP,-0.9999999999999999
HHM9SEX,HHM4TRP,-0.8660254037844386
HHM9SEX,HHM9MAR,-1.0
HHM9SEX,HHM11MAR,-1.0
HHM9SEX,HHM12RELR,0.8660254037844387
HHM9DOB,ACTDON,-0.8683611371480954
HHM9DOB,EMONOW,-0.7340045714612607
HHM9DOB,ACCSEPL,-0.9411349104683676
HHM9DOB,NATNSUPW,-0.9261177138378596
HHM9DOB,USSRNECC,-0.755636764810279
HHM9DOB,ENVPROBTR,-0.8890807940184768
HHM9DOB,HHM3TAP,-0.9707253433941343
HHM9DOB,HHM4TRP,-0.8660254037844386
HHM9DOB,HHM5TRP,-1.0
HHM9DOB,HHM9EDU,-0.8243239921684092
HHM9DOB,HHM10DOB,0.7233779427447493
HHM9DOB,HHM12SEX,-0.7448149705593963
HHM9DOB,HHM12DOB,0.9797278628183521
HHM9DOB,HHM12EDU,-0.9502811693344021
HHM9DOB,HHM13RELR,0.9871503998846944
HHM9DOB,HHM13DOB,0.9894834722314931
HHM9DOB,HHM13EDU,-0.9502811693344021
HHM9DOB,C2_R,0.7934046999886493
HHM9POB,ENVPROBGMF,0.9999999999999997
HHM9POB,HHM10POB,0.8286859897165257
HHM9POB,HHM11POB,0.8366600265340756
HHM9TRW,RESPAGE,-0.8383667342679632
HHM9TRW,AGEGROUP,-0.8017837257372731
HHM9TRW,BUSINRUS,-1.0
HHM9TRW,NEIGHBOR,-1.0
HHM9TRW,ACCMARR,-0.7655318158241112
HHM9TRW,TRUPOLLRN,0.8749999999999999
HHM9TRW,REFLANG,0.9428090415820635
HHM9TRW,REFINT,-0.7302967433402217
HHM9TRW,TRUCRTS,-0.7905694150420948
HHM9TRW,TRURELI,-0.9432422182837986
HHM9TRW,QUALINF,-0.7905694150420948
HHM9TRW,OBJCOUR,-0.9999999999999999
HHM9TRW,NATOSUPP,-1.0
HHM9TRW,COOPNATO,-1.0
HHM9TRW,MAINFRN,0.8354634911222109
HHM9TRW,ICITLAW,0.7276068751089989
HHM9TRW,ICITOPP,0.843274042711568
HHM9TRW,ENVPROBTW,-1.0
HHM9TRW,EDUYRS,0.784464540552736
HHM9TRW,RESPEDU,0.7905694150420948
HHM9TRW,COMPABL,0.8749999999999999
HHM9TRW,RESPDOB,0.8485772878993754
HHM9TRW,HHM2TRP,-1.0
HHM9TRW,HHM2EDU,0.8017837257372731
HHM9TRW,HHM4TRP,-1.0
HHM9TRW,HHM4EDU,0.8749999999999999
HHM9TRW,HHM5EMP,-1.0
HHM9TRW,HHM6EDU,0.7071067811865475
HHM9TRW,HHM8DOB,0.7694596872239811
HHM9TRW,HHM9RELR,-0.8000946913656627
HHM9TRW,HHM9EDU,-0.7905694150420948
HHM9TRW,OWNPCELL,-1.0
HHM9TRW,NOMONFD,0.7071067811865474
HHM9TRW,INCSOUGO,-1.0
HHM9MAR,INDWT,-1.0
HHM9MAR,RESPAGE,-1.0
HHM9MAR,ACTRESDT,-1.0
HHM9MAR,ACTVLNT,-1.0
HHM9MAR,ACTDNCH,-1.0
HHM9MAR,RATEHAP,-1.0
HHM9MAR,GALLTRU,-1.0
HHM9MAR,BUSINARA,-1.0
HHM9MAR,BUSINIRA,-1.0
HHM9MAR,BUSINUKR,-1.0
HHM9MAR,MARWUSA,-1.0
HHM9MAR,MARWARM,-1.0
HHM9MAR,MARWITA,-1.0
HHM9MAR,MARWIRA,-1.0
HHM9MAR,MARWRUS,-1.0
HHM9MAR,MARWUKR,-1.0
HHM9MAR,MARWIND,-1.0
HHM9MAR,CLFRDAB,-1.0
HHM9MAR,FATEINLF,-1.0
HHM9MAR,ACCMARR,-1.0
HHM9MAR,GNDPREF,-1.0
HHM9MAR,IMPISS1,-1.0
HHM9MAR,TRUBANK,-1.0
HHM9MAR,TRUARMY,-1.0
HHM9MAR,TRURELI,-1.0
HHM9MAR,USSRDISS,-1.0
HHM9MAR,ATTDEM,-1.0
HHM9MAR,EMPLSIT,-1.0
HHM9MAR,ILOLFC2,-1.0
HHM9MAR,EDUYRS,-1.0
HHM9MAR,RESPEDU,-1.0
HHM9MAR,KNOWRUS,-1.0
HHM9MAR,COMPABL,-1.0
HHM9MAR,INTACFB,-1.0
HHM9MAR,INTACSN,-1.0
HHM9MAR,RESPEMP,-1.0
HHM9MAR,RESPMAR,-1.0
HHM9MAR,RESPMRAGE,-1.0
HHM9MAR,HHM2RELR,-1.0
HHM9MAR,HHM2MAR,-1.0
HHM9MAR,HHM2MRAGE,-1.0
HHM9MAR,HHM2EDU,-1.0
HHM9MAR,HHM3RELR,-1.0
HHM9MAR,HHM3EMP,-1.0
HHM9MAR,HHM3MRAGE,-1.0
HHM9MAR,HHM4RELR,-1.0
HHM9MAR,HHM4EDU,-1.0
HHM9MAR,HHM5RELR,-1.0
HHM9MAR,HHM5EDU,-1.0
HHM9MAR,HHM6RELR,-1.0
HHM9MAR,HHM6EDU,-1.0
HHM9MAR,HHM7RELR,-1.0
HHM9MAR,HHM7SEX,-1.0
HHM9MAR,HHM7EDU,-1.0
HHM9MAR,HHM8RELR,-1.0
HHM9MAR,HHM8EDU,-1.0
HHM9MAR,HHM9RELR,-1.0
HHM9MAR,HHM9SEX,-1.0
HHM9MAR,HHM9EDU,-1.0
HHM9MAR,HHM10EDU,-1.0
HHM9MAR,ECONSTN,-1.0
HHM9MAR,OWNFRDG,-1.0
HHM9MAR,OWNCARS,-1.0
HHM9MAR,NUMCELL,-1.0
HHM9MAR,INCSOUSL,-1.0
HHM9MAR,FOODDBT,-1.0
HHM9MAR,UTILDBT,-1.0
HHM9MAR,CURRUNG,-1.0
HHM9MAR,RELCOND,-1.0
HHM9MAR,HELPC,-1.0
HHM9MAR,FRQDIST,-1.0
HHM9MAR,FRQUNDST,-1.0
HHM9MAR,FRQSHCD,-1.0
HHM9MAR,RESPINL,-1.0
HHM9MAR,C1_DATE,-1.0
HHM9MAR,INT_DATE,-1.0
HHM9MAR,HHSIZE,-1.0
HHM9MAR,HHASIZE,-1.0
HHM9MAR,NHHPSU,-1.0
HHM9MAR,NADHH,-1.0
HHM9MAR,HHWT,-1.0
HHM9EDU,ACCSEPL,0.9583727150068314
HHM9EDU,NATNSUPW,0.9890707100936804
HHM9EDU,ENVPROBTR,0.7453862417234767
HHM9EDU,HHM2TRP,0.8660254037844385
HHM9EDU,HHM9DOB,-0.8243239921684092
HHM9EDU,HHM9TRW,-0.7905694150420948
HHM9EDU,HHM9MAR,-1.0
HHM9EDU,HHM11DOB,-0.8087067446541877
HHM9EDU,HHM11MAR,-1.0
HHM9EDU,HHM12SEX,0.9449111825230683
HHM9EDU,HHM12DOB,-0.8260331876309022
HHM9EDU,HHM12EDU,0.7559289460184544
HHM9EDU,HHM13RELR,-0.8485552916276634
HHM9EDU,HHM13DOB,-0.8565647611324299
HHM9EDU,HHM13EDU,0.7559289460184544
HHM10RELR,ACCSEPL,0.9707253433941511
HHM10RELR,REFIST,0.7389969586232198
HHM10RELR,REFINT,0.9182622582426504
HHM10RELR,LPROS,0.8281490569541963
HHM10RELR,EEUSUPNA,0.719275112803223
HHM10RELR,ICITHELP,0.7552003943834874
HHM10RELR,HHM2TRP,-1.0
HHM10RELR,HHM5TAP,-1.0
HHM10RELR,HHM12RELR,-0.7924058156930615
HHM10RELR,HHM12DOB,0.9998469895178862
HHM10RELR,HHM12EDU,-0.9912407071619304
HHM10RELR,HHM13RELR,0.9997186400882174
HHM10RELR,HHM13DOB,0.9992376864089618
HHM10RELR,HHM13EDU,-0.9912407071619304
HHM10SEX,ACCSEPL,-0.9607689228305228
HHM10SEX,NATNSUPW,-1.0
HHM10SEX,EUNSUPW,-1.0000000000000002
HHM10SEX,COOPEU,-0.7071067811865474
HHM10SEX,NK4_1,0.7499999999999999
HHM10SEX,ABKGRUS,-0.7637626158259734
HHM10SEX,BENFDEBF,0.7071067811865475
HHM10SEX,BENFDEBA,-0.7071067811865475
HHM10SEX,HHM2TRP,-1.0
HHM10SEX,HHM8MAR,0.7268155677785234
HHM10SEX,HHM11MAR,-1.0
HHM10SEX,HHM12RELR,0.8660254037844387
HHM10DOB,ACTDON,-0.9188387142213159
HHM10DOB,EMONOW,-0.7046251585971892
HHM10DOB,ACCSEPL,-0.9922153572367612
HHM10DOB,REVEXP1,-0.9188387142213159
HHM10DOB,REFINT,0.8728723948598966
HHM10DOB,ICITLAW,0.9548852021955463
HHM10DOB,ICITVOTE,0.918838714221316
HHM10DOB,ICITTRAD,0.7072054495441321
HHM10DOB,ICITHELP,0.7411459380826491
HHM10DOB,ENVPROBTR,-0.9416621396610163
HHM10DOB,NK5AR_1,0.9285564161399767
HHM10DOB,HHM2TRP,-1.0
HHM10DOB,HHM5TAP,-1.0
HHM10DOB,HHM9DOB,0.7233779427447493
HHM10DOB,HHM10EDU,-0.8962269521489158
HHM10DOB,HHM12RELR,-0.9220179477747368
HHM10DOB,HHM12DOB,0.9710939925994374
HHM10DOB,HHM12EDU,-0.9920645329164469
HHM10DOB,HHM13RELR,0.9604339283965042
HHM10DOB,HHM13DOB,0.9560526884743764
HHM10DOB,HHM13EDU,-0.9920645329164469
HHM10POB,RELLVAZ,0.8767945989619054
HHM10POB,ACCSEPL,0.9607689228305228
HHM10POB,USSRNEWK,0.7677718959499145
HHM10POB,BENFDEBF,-0.7071067811865475
HHM10POB,BENFDEBA,0.7071067811865475
HHM10POB,HHM8POB,0.9671477787852004
HHM10POB,HHM9POB,0.8286859897165257
HHM10POB,HHM11POB,0.8981774262781437
HHM10EDU,ACTDON,0.7624928516630234
HHM10EDU,EMONOW,0.8040023809923519
HHM10EDU,REVEXP1,0.7624928516630233
HHM10EDU,REFINT,-0.8115026712006891
HHM10EDU,REFHLT,-0.8838834764831843
HHM10EDU,REFREF,-0.8749999999999998
HHM10EDU,LPROS,-0.7009130258223495
HHM10EDU,USSRPOIN,-1.0
HHM10EDU,ICITLAW,-0.9244734516419049
HHM10EDU,ICITVOTE,-0.7624928516630234
HHM10EDU,ENVPROBTR,0.7803989725717081
HHM10EDU,NK5AR_1,-0.762554216827636
HHM10EDU,HHM9MAR,-1.0
HHM10EDU,HHM10DOB,-0.8962269521489158
HHM10EDU,HHM11MAR,-1.0
HHM10EDU,HHM12DOB,-0.8029550685469661
HHM10EDU,HHM12EDU,0.8660254037844387
HHM10EDU,HHM13RELR,-0.777713771047819
HHM10EDU,HHM13DOB,-0.7679881673845781
HHM10EDU,HHM13EDU,0.8660254037844387
HHM11RELR,RELLVUK,0.9271726499455307
HHM11RELR,REFVET,-1.0
HHM11RELR,REFIST,1.0000000000000002
HHM11RELR,PROTEST,-0.7684467607813076
HHM11RELR,NATNSUPW,-1.0
HHM11RELR,EUNSUPW,-1.0
HHM11RELR,EEUSUPNA,0.8398387664337815
HHM11RELR,COOPCSTO,0.9649012813540153
HHM11RELR,RUBETEUN,-1.0
HHM11RELR,USSRNECC,-0.9999999999999998
HHM11RELR,ICITGOV,-0.7646186864412566
HHM11RELR,ENVPROBTW,0.9931459096297017
HHM11RELR,NK4_2,-0.8660254037844385
HHM11RELR,WARSTRT,-0.8660254037844387
HHM11RELR,ABKGHIA,0.951104003688189
HHM11RELR,ABKGCONF,0.7077983283260942
HHM11RELR,SOGHIA,0.8153662578175234
HHM11RELR,SOGCONF,0.7077983283260942
HHM11RELR,UNEMYRS,-0.7559289460184534
HHM11RELR,HHM2TRP,-1.0
HHM11RELR,HHM7MRAGE,0.9607689228305231
HHM11RELR,HHM8MRAGE,0.981980506061966
HHM11RELR,HHM11MAR,-1.0
HHM11RELR,HHM12RELR,0.8660254037844385
HHM11RELR,HELPA,-0.810884854079383
HHM11RELR,MININCR,-0.7741670098534513
HHM11SEX,DISCPRPR,-0.7542530330036968
HHM11SEX,MARWABK,-0.7071067811865475
HHM11SEX,MARWOSS,-0.7071067811865475
HHM11SEX,CLFRDAB,0.7071067811865475
HHM11SEX,ACCVODK,-0.8141523424379786
HHM11SEX,REFVET,-0.8660254037844385
HHM11SEX,EEUSUPW,0.8660254037844387
HHM11SEX,COOPNATO,-1.0000000000000002
HHM11SEX,RUBETEUN,0.7559289460184545
HHM11SEX,USSRPOWE,0.9999999999999999
HHM11SEX,ICITOPP,0.768273325346536
HHM11SEX,NK4_2,-1.0
HHM11SEX,UNEMYRS,0.9999999999999988
HHM11SEX,WORKTYP,0.8703882797784892
HHM11SEX,WORKYRS,0.9790709277967562
HHM11SEX,WORKSEC,0.7566499084579774
HHM11SEX,ILOLFC1,0.7071067811865475
HHM11SEX,INTACSN,0.7071067811865477
HHM11SEX,INTACIN,-1.0
HHM11SEX,RELFAST,0.7882745788075389
HHM11SEX,HHM2TRP,-1.0
HHM11SEX,HHM6SEX,-0.7071067811865476
HHM11SEX,HHM6POB,-0.7519445197271296
HHM11SEX,HHM6MRAGE,0.7219948723811553
HHM11SEX,HHM7POB,-0.917662935482247
HHM11SEX,HHM7MRAGE,0.9707253433941512
HHM11SEX,HHM8MAR,0.9622504486493763
HHM11SEX,HHM8MRAGE,0.7559289460184547
HHM11SEX,HHM12RELR,0.8660254037844387
HHM11SEX,NUMCOMP,-0.7453559924999299
HHM11DOB,SETTYPE,0.705462390987797
HHM11DOB,ACTDON,-0.8943183203049722
HHM11DOB,EMONOW,-0.8153031626319928
HHM11DOB,BUSINARG,0.9905357830188458
HHM11DOB,RELLVBE,-0.9381723997198061
HHM11DOB,RELLVIT,-0.9381723997198061
HHM11DOB,ACCSEPL,-1.0
HHM11DOB,APTINHERT,-0.7566384132704274
HHM11DOB,REVEXP1,-0.8943183203049724
HHM11DOB,REFINT,0.9607689228305228
HHM11DOB,REFHLT,0.9999999999999999
HHM11DOB,NATNSUPW,-1.0
HHM11DOB,EUNSUPW,-1.0
HHM11DOB,COOPNATO,-1.0000000000000002
HHM11DOB,USSRNECC,-1.0000000000000007
HHM11DOB,ICITLAW,0.9619964634631861
HHM11DOB,ICITVOTE,0.8943183203049724
HHM11DOB,ENVPROBSEV,0.9611540777559282
HHM11DOB,ENVPROBTR,-0.9611540777559282
HHM11DOB,NK5AR_1,0.8999875435112072
HHM11DOB,WARSTRT,0.8029550685469696
HHM11DOB,UNEMYRS,-0.9926429919465066
HHM11DOB,JOBSARFN,0.895126782183135
HHM11DOB,BANKACC,-0.8943183203049722
HHM11DOB,FEELDEBR,0.938795033152215
HHM11DOB,INTACSN,-0.7071067811865506
HHM11DOB,HHM2TRP,-1.0
HHM11DOB,HHM5EMP,-0.7807061528527786
HHM11DOB,HHM9EDU,-0.8087067446541877
HHM11DOB,HHM11MAR,-1.0
HHM11DOB,HHM11EDU,-0.9686377683956108
HHM11DOB,HHM12SEX,-0.8029550685469645
HHM11DOB,HHM12DOB,0.9571859726038513
HHM11DOB,HHM12EDU,-0.917662935482245
HHM11DOB,HHM13RELR,0.9683006310306347
HHM11DOB,HHM13DOB,0.9720151696531049
HHM11DOB,HHM13EDU,-0.917662935482245
HHM11DOB,OWNLNDP,-0.9315209813835508
HHM11POB,DISCPRPR,0.721086856223453
HHM11POB,RELLVUK,0.9999999999999999
HHM11POB,ACCVODK,0.8141523424379786
HHM11POB,EEUSUPNA,-0.8703882797784892
HHM11POB,COOPCSTO,-0.9999999999999999
HHM11POB,RUBETEUN,-0.9449111825230679
HHM11POB,USSRPOWE,-0.8660254037844385
HHM11POB,WARSTRT,-1.0
HHM11POB,RELFAST,-0.7223151185146152
HHM11POB,HHM3MRAGE,-0.7066292321476857
HHM11POB,HHM8POB,0.8366600265340756
HHM11POB,HHM8MAR,-0.7777777777777778
HHM11POB,HHM9POB,0.8366600265340756
HHM11POB,HHM10POB,0.8981774262781437
HHM11MAR,INDWT,-1.0
HHM11MAR,ACTCHORE,-1.0
HHM11MAR,ACTVLNT,-1.0
HHM11MAR,GALLTRU,-1.0
HHM11MAR,BUSINIRA,-1.0
HHM11MAR,BUSINJEW,-1.0
HHM11MAR,BUSINTUR,-1.0
HHM11MAR,MARWARM,-1.0
HHM11MAR,MARWIRA,-1.0
HHM11MAR,MARWRUS,-1.0
HHM11MAR,MARWIND,-1.0
HHM11MAR,CLFRDAB,-1.0
HHM11MAR,IMPISS1,-1.0
HHM11MAR,TRUBANK,-1.0
HHM11MAR,TRUARMY,-1.0
HHM11MAR,TRUPOLI,-1.0
HHM11MAR,NATOSUPP,-1.0
HHM11MAR,USSRNETI,-1.0
HHM11MAR,EMPLSIT,-1.0
HHM11MAR,ILOLFC2,-1.0
HHM11MAR,COMPABL,-1.0
HHM11MAR,RESPDOB,-1.0
HHM11MAR,RESPEMP,-1.0
HHM11MAR,RESPMRAGE,-1.0
HHM11MAR,HHM2RELR,-1.0
HHM11MAR,HHM2MRAGE,-1.0
HHM11MAR,HHM3RELR,-1.0
HHM11MAR,HHM3MRAGE,-1.0
HHM11MAR,HHM4MRAGE,-1.0
HHM11MAR,HHM5RELR,-1.0
HHM11MAR,HHM6RELR,-1.0
HHM11MAR,HHM8RELR,-1.0
HHM11MAR,HHM8SEX,-1.0
HHM11MAR,HHM8EDU,-1.0
HHM11MAR,HHM9RELR,-1.0
HHM11MAR,HHM9SEX,-1.0
HHM11MAR,HHM9EDU,-1.0
HHM11MAR,HHM10SEX,-1.0
HHM11MAR,HHM10EDU,-1.0
HHM11MAR,HHM11RELR,-1.0
HHM11MAR,HHM11DOB,-1.0
HHM11MAR,HELPC,-1.0
HHM11MAR,FRQDIST,-1.0
HHM11MAR,FRQUNDST,-1.0
HHM11MAR,C1_DATE,-1.0
HHM11MAR,INT_DATE,-1.0
HHM11MAR,HHSIZE,-1.0
HHM11MAR,HHASIZE,-1.0
HHM11MAR,NHHPSU,-1.0
HHM11MAR,NADHH,-1.0
HHM11MAR,HHWT,-1.0
HHM11EDU,ACTDON,0.8944271909999159
HHM11EDU,EMONOW,0.8249579113843054
HHM11EDU,BUSINARG,-1.0
HHM11EDU,RELLVBE,0.9698612260388876
HHM11EDU,RELLVIT,0.9698612260388876
HHM11EDU,APTINHERT,0.8703882797784893
HHM11EDU,TRUOS,-0.7071067811865475
HHM11EDU,REVEXP1,0.8944271909999159
HHM11EDU,REFLANG,0.7071067811865475
HHM11EDU,REFINT,-1.0
HHM11EDU,REFHLT,-0.9999999999999999
HHM11EDU,VOTLELE,-0.7071067811865477
HHM11EDU,RUBETEUN,0.7559289460184544
HHM11EDU,ICITLAW,-0.8944271909999159
HHM11EDU,ICITGOV,-0.7515664644844356
HHM11EDU,ICITVOTE,-0.894427190999916
HHM11EDU,ICITTRAD,-0.7071067811865475
HHM11EDU,ICITHELP,-0.7071067811865475
HHM11EDU,ENVPROBSEV,-0.9128709291752768
HHM11EDU,ENVPROBTR,0.9128709291752768
HHM11EDU,NK5AR_1,-0.9185586535436917
HHM11EDU,UNEMYRS,0.9999999999999988
HHM11EDU,JOBSARFN,-0.9271726499455305
HHM11EDU,BANKACC,0.8944271909999159
HHM11EDU,FEELDEBR,-0.9185586535436917
HHM11EDU,INTACSN,0.7808688094430304
HHM11EDU,HHM5EMP,0.7040090342020442
HHM11EDU,HHM8MAR,0.7505683356701913
HHM11EDU,HHM11DOB,-0.9686377683956108
HHM11EDU,HHM12SEX,0.7559289460184544
HHM11EDU,HHM12DOB,-0.9762210399274297
HHM11EDU,HHM12EDU,0.9449111825230679
HHM11EDU,HHM13RELR,-0.9843241382880894
HHM11EDU,HHM13DOB,-0.9869115726091078
HHM11EDU,HHM13EDU,0.9449111825230679
HHM11EDU,NUMCOTV,0.727606875108999
HHM11EDU,OWNLNDP,0.9036961141150637
HHM12RELR,SETTYPE,-0.8660254037844387
HHM12RELR,RESPSEX,-0.8660254037844387
HHM12RELR,RESPAGE,-0.8170571691028833
HHM12RELR,AGEGROUP,-0.8660254037844385
HHM12RELR,ACTRESDT,0.8660254037844385
HHM12RELR,ACTVLNT,0.8660254037844385
HHM12RELR,ACTNRCHN,0.8660254037844385
HHM12RELR,RATEHAP,-0.7559289460184544
HHM12RELR,HLTHRAT,-1.0
HHM12RELR,DISCPRPR,-0.9966158955401239
HHM12RELR,BUSINAZE,0.8660254037844385
HHM12RELR,BUSINARA,0.8660254037844385
HHM12RELR,BUSINIRA,0.8660254037844385
HHM12RELR,BUSINJEW,0.8660254037844385
HHM12RELR,BUSINTUR,0.8660254037844385
HHM12RELR,BUSINUKR,0.8660254037844385
HHM12RELR,BUSININD,0.8660254037844385
HHM12RELR,MARWUSA,0.8660254037844385
HHM12RELR,MARWITA,0.8660254037844385
HHM12RELR,MARWGEO,0.8660254037844385
HHM12RELR,MARWIRA,0.8660254037844385
HHM12RELR,MARWUKR,0.8660254037844385
HHM12RELR,MARWIND,0.8660254037844385
HHM12RELR,CLRLABR,-0.8660254037844385
HHM12RELR,CLFRDAB,0.8660254037844385
HHM12RELR,FRNDLVCZ,-1.0
HHM12RELR,FRNDLVIT,-1.0
HHM12RELR,GENBRER,-1.0
HHM12RELR,IDEALNCH,-1.0
HHM12RELR,TRUOS,-1.0
HHM12RELR,POLDIRN,-0.9819805060619656
HHM12RELR,IMPISS1,0.8660254037844386
HHM12RELR,IMPISS1O,-1.0
HHM12RELR,IMPISS2,-1.0
HHM12RELR,REVEXP2,-1.0
HHM12RELR,REFRET,-1.0
HHM12RELR,REFVET,-1.0
HHM12RELR,REFINT,-1.0
HHM12RELR,TRUEDUC,-0.8660254037844387
HHM12RELR,TRUARMY,0.8660254037844385
HHM12RELR,TRUNGOS,-1.0
HHM12RELR,TRUEXEC,-1.0
HHM12RELR,TRUPRES,-1.0
HHM12RELR,TRUPPS,-1.0
HHM12RELR,TRUMEDI,-0.8660254037844387
HHM12RELR,TRULOCG,-1.0
HHM12RELR,TRUOMB,-1.0
HHM12RELR,TRUSTEU,-1.0
HHM12RELR,TRUSTUN,-1.0
HHM12RELR,QUALINF,-0.8660254037844385
HHM12RELR,FREESPK,-0.8660254037844385
HHM12RELR,LPROS,-1.0
HHM12RELR,GOVTROL,-0.8660254037844385
HHM12RELR,VOTPRCP,-0.8660254037844387
HHM12RELR,VOTLELE,-1.0
HHM12RELR,ELCOND,-0.8660254037844387
HHM12RELR,ICITLAW,-1.0
HHM12RELR,ICITGOV,-1.0
HHM12RELR,ICITVOTE,-1.0
HHM12RELR,ICITTRAD,-1.0
HHM12RELR,IMPGCVW,-1.0
HHM12RELR,ICITHELP,-1.0
HHM12RELR,CNTRDEM,-0.8660254037844385
HHM12RELR,NK4_2,-1.0
HHM12RELR,NK5AR_1,-1.0
HHM12RELR,JOBSARFN,-1.0
HHM12RELR,RFAEDUC,0.9819805060619656
HHM12RELR,RMOEDUC,0.8660254037844385
HHM12RELR,KNOWRUS,0.8660254037844385
HHM12RELR,COMPABL,0.8660254037844387
HHM12RELR,FRQINTR,-0.8660254037844385
HHM12RELR,RELGION,-1.0
